ConceptID,ConceptLabel,Dependencies,TaxonomyID,SourceURL,source_content_hash
28,on_content_block_delta,25,Streaming,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
29,Message Batches API,1,Batching,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
30,batch request,29,Batching,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
31,batch result,29,Batching,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
32,Files API,1,Files,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
33,file upload,32,Files,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
34,file reference,33,Files,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
35,Token Counting,4,Efficiency,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
36,count_tokens,35,Efficiency,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
37,claude-opus-4,1,Model,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
38,claude-sonnet-5,1,Model,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
39,claude-haiku-4-5,1,Model,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
40,MCPServerStdio,1,MCP,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
41,MCPServerSSE,40,MCP,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
42,RateLimitError,2,ErrorHandling,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
43,APIStatusError,42,ErrorHandling,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
44,retry with backoff,42,ErrorHandling,https://docs.anthropic.com/en/api/getting-started,sha256:e829ee3db32eb2d56146952ba5fcf01df5f81e79c9380d727dcd6d41139ac2bd
